"publication_id","ai_subfield"
"W3129446376","General AI"
"W4318484896","natural language processing"
"W3144087169","graph neural networks"
"W3205964505","graph neural networks"
"W4389049946","General AI"
"W3020930839","General AI"
"W3087827179","General AI"
"W3012833893","graph neural networks"
"W2962777873","General AI"
"W3119860599","General AI"
"W4293023278","graph neural networks"
"W4211206835","graph neural networks"
"W2972214324","computer vision"
"W3017451406","General AI"
"W3047245470","General AI"
"W2966153025","computer vision"
"W3011762972","General AI"
"W3113471983","General AI"
"W3006837908","General AI"
"W3198576039","computer vision"
"W4224319742","graph neural networks"
"W3047499479","General AI"
"W3012334084","computer vision"
"W4327518740","natural language processing"
"W4327518740","transformer architecture"
"W3016540417","General AI"
"W2997177758","General AI"
"W2950834660","General AI"
"W3177435843","computer vision"
"W4319062614","General AI"
"W4210547400","graph neural networks"
"W3028772300","graph neural networks"
"W4375929162","graph neural networks"
"W4388915005","General AI"
"W2766291668","graph neural networks"
"W3002669799","General AI"
"W4305013893","graph neural networks"
"W2964915865","graph neural networks"
"W3017881119","General AI"
"W3200896515","General AI"
"W3015001695","natural language processing"
"W3134873999","graph neural networks"
"W2973682480","neural architecture search"
"W2914209001","General AI"
"W3040617750","General AI"
"W3081799531","General AI"
"W3193630181","General AI"
"W2946016983","General AI"
"W3120934607","General AI"
"W3106717751","computer vision"
"W3043303465","General AI"
"W3022530152","General AI"
"W2962698540","General AI"
"W2995742898","quantum ml"
"W3127355490","General AI"
"W2948661249","computer vision"
"W2997513934","graph neural networks"
"W3197097128","generative ai"
"W3049338919","General AI"
"W4390711247","General AI"
"W4205287544","graph neural networks"
"W4366826269","General AI"
"W2963420686","computer vision"
"W3164338400","General AI"
"W3105441222","graph neural networks"
"W2998057994","graph neural networks"
"W3039503982","generative ai"
"W3039503982","natural language processing"
"W2949836779","General AI"
"W4315783205","graph neural networks"
"W4393034172","graph neural networks"
"W2920947047","General AI"
"W2956281901","General AI"
"W4297252253","General AI"
"W3207988956","General AI"
"W4214821456","General AI"
"W4293785387","graph neural networks"
"W2999301586","graph neural networks"
"W4392915167","generative ai"
"W4388962306","General AI"
"W3036991312","computer vision"
"W4390969131","graph neural networks"
"W3085537935","explainable ai"
"W2963820222","General AI"
"W3001319889","computer vision"
"W3138683983","General AI"
"W2885828982","General AI"
"W4229376924","General AI"
"W2942157335","General AI"
"W3012664577","graph neural networks"
"W3007803772","explainable ai"
"W2908578648","computer vision"
"W2969945043","General AI"
"W3012871709","graph neural networks"
"W3012871709","transformer architecture"
"W2916257687","computer vision"
"W4322095660","computer vision"
"W4322095660","graph neural networks"
"W3044091938","computer vision"
"W2999146029","General AI"
"W4327518725","General AI"
"W4367055932","General AI"
"W2808979145","quantum ml"
"W4285142610","graph neural networks"
"W3091933103","graph neural networks"
"W3132695675","graph neural networks"
"W3033463646","General AI"
"W3049280464","General AI"
"W3196503391","General AI"
"W3016568881","General AI"
"W4300982014","General AI"
"W3016266335","General AI"
"W3159817879","graph neural networks"
"W4291786841","General AI"
"W3108597174","General AI"
"W2937002248","General AI"
"W2944500953","computer vision"
"W2944500953","graph neural networks"
"W2909191390","General AI"
"W3133294546","General AI"
"W2950738594","General AI"
"W4390229867","General AI"
"W4226165565","computer vision"
"W3037322243","General AI"
"W4309490745","General AI"
"W3216273815","generative ai"
"W3216273815","graph neural networks"
"W3168768653","General AI"
"W4211080900","General AI"
"W4226318431","General AI"
"W3172744943","General AI"
"W4389299837","General AI"
"W3170068709","graph neural networks"
"W3127113723","graph neural networks"
"W4308916695","graph neural networks"
"W3155208531","graph neural networks"
"W3092478145","General AI"
"W2968135754","computer vision"
"W3022246191","graph neural networks"
"W3214839373","General AI"
"W2960280836","General AI"
"W4319790168","General AI"
"W2968511602","General AI"
"W4320525814","computer vision"
"W3160467094","General AI"
"W3187403570","computer vision"
"W3187403570","graph neural networks"
"W3165750456","federated learning"
"W2969615692","General AI"
"W3088347726","General AI"
"W4388333441","General AI"
"W3135243128","General AI"
"W3005778784","General AI"
"W4224309172","explainable ai"
"W4224309172","graph neural networks"
"W2912398505","computer vision"
"W3080083111","graph neural networks"
"W4361019934","generative ai"
"W4282006100","General AI"
"W3172882582","General AI"
"W2964362517","General AI"
"W2811120218","General AI"
"W3034175346","computer vision"
"W3132985895","General AI"
"W3022112205","computer vision"
"W3198381997","General AI"
"W3080594820","General AI"
"W2912727434","graph neural networks"
"W4224007003","graph neural networks"
"W3123893801","graph neural networks"
"W3082366755","computer vision"
"W4226117435","graph neural networks"
"W4284898480","General AI"
"W3169350676","graph neural networks"
"W3114654929","graph neural networks"
"W4220788456","graph neural networks"
"W4289821985","graph neural networks"
"W4413478458","General AI"
"W3215235441","General AI"
"W4391811626","General AI"
"W3193425446","computer vision"
"W3087775916","graph neural networks"
"W3031288689","computer vision"
"W4363650848","General AI"
"W2911424749","computer vision"
"W3130423852","computer vision"
"W3014493065","computer vision"
"W3118391463","General AI"
"W3119195445","General AI"
"W4282926996","graph neural networks"
"W3135748828","generative ai"
"W3135748828","graph neural networks"
"W4210759888","computer vision"
"W4226030949","graph neural networks"
"W2886485362","General AI"
"W3118836895","General AI"
"W4214835294","General AI"
"W3165876013","General AI"
"W2944114041","General AI"
"W4220926968","generative ai"
"W4221155126","graph neural networks"
"W3178528592","General AI"
"W2934730619","computer vision"
"W2907760128","General AI"
"W3010455538","General AI"
"W3154818219","graph neural networks"
"W3004277316","General AI"
"W4402197694","General AI"
"W2970474218","graph neural networks"
"W2886802770","General AI"
"W3155159764","General AI"
"W2910222073","General AI"
"W3185095713","General AI"
"W3040351441","General AI"
"W2996139122","computer vision"
"W4211232841","graph neural networks"
"W4213422824","graph neural networks"
"W4213422824","natural language processing"
"W3004483087","General AI"
"W3128553165","natural language processing"
"W3031635948","General AI"
"W3083992516","explainable ai"
"W4402567033","General AI"
"W4385764404","graph neural networks"
"W3034385753","General AI"
"W3040745576","graph neural networks"
"W4307804863","General AI"
"W4311584330","graph neural networks"
"W3184886727","General AI"
"W2986457312","General AI"
"W4212890525","graph neural networks"
"W4225992487","graph neural networks"
"W3034288498","graph neural networks"
"W2915594101","General AI"
"W3103865021","General AI"
"W4362722657","natural language processing"
"W4362722657","transformer architecture"
"W4293702644","graph neural networks"
"W2799040448","federated learning"
"W4379054888","natural language processing"
"W4379054888","transformer architecture"
"W3212755948","General AI"
"W3168771234","General AI"
"W2997915791","graph neural networks"
"W3142698583","generative ai"
"W3139058665","computer vision"
"W2963240573","General AI"
"W2924281192","General AI"
"W3111875263","explainable ai"
"W4367298578","explainable ai"
"W2948499084","General AI"
"W3135089279","General AI"
"W2949062675","transformer architecture"
"W3133543405","explainable ai"
"W3047629609","General AI"
"W3117805350","computer vision"
"W3117805350","graph neural networks"
"W4213178041","General AI"
"W2904449562","computer vision"
"W2904449562","graph neural networks"
"W3083863102","General AI"
"W4225397209","computer vision"
"W4225397209","graph neural networks"
"W3209973822","graph neural networks"
"W3043037022","generative ai"
"W3179330384","General AI"
"W3145990216","graph neural networks"
"W3145990216","transformer architecture"
"W3022935508","natural language processing"
"W4285207637","graph neural networks"
"W4385483925","graph neural networks"
"W4312581984","graph neural networks"
"W3107223180","graph neural networks"
"W3007100994","General AI"
"W4396766974","General AI"
"W4367626474","generative ai"
"W4367626474","graph neural networks"
"W2984618279","General AI"
"W4303696687","General AI"
"W2945790622","neural architecture search"
"W4388281482","General AI"
"W2954197146","explainable ai"
"W3014805132","General AI"
"W3200630953","neural architecture search"
"W4318150241","graph neural networks"
"W4213284112","General AI"
"W4311511747","computer vision"
"W4311511747","graph neural networks"
"W2964082513","General AI"
"W4312702461","explainable ai"
"W4307127952","General AI"
"W4323923320","graph neural networks"
"W4321004126","generative ai"
"W4321004126","graph neural networks"
"W4220752914","General AI"
"W2954377489","General AI"
"W2963432517","General AI"
"W2974531988","computer vision"
"W2974531988","generative ai"
"W3101272433","computer vision"
"W4392773210","General AI"
"W3200673624","General AI"
"W4206046353","General AI"
"W3087893815","General AI"
"W2990198263","General AI"
"W2910166370","General AI"
"W3167963175","General AI"
"W2971076825","General AI"
"W4232035231","General AI"
"W4382239247","graph neural networks"
"W3093862905","graph neural networks"
"W3033032209","General AI"
"W2921364842","General AI"
"W3036446966","General AI"
"W3093031973","General AI"
"W3124534840","General AI"
"W3135083987","General AI"
"W4224273041","graph neural networks"
"W4206433680","graph neural networks"
"W4386285839","General AI"
"W2963081547","computer vision"
"W3199651421","General AI"
"W3004577623","General AI"
"W4380345016","General AI"
"W4294691140","explainable ai"
"W4205281625","graph neural networks"
"W3018495986","explainable ai"
"W3018495986","graph neural networks"
"W4283814689","federated learning"
"W4283814689","graph neural networks"
"W3197982391","General AI"
"W3002188287","General AI"
"W2995106228","General AI"
"W3210210990","neural architecture search"
"W3184930951","General AI"
"W3021941048","computer vision"
"W2942047515","General AI"
"W4206627303","General AI"
"W2944016032","General AI"
"W3143855017","General AI"
"W4221151978","General AI"
"W4224014209","natural language processing"
"W3200650376","graph neural networks"
"W4200613005","General AI"
"W3113616921","General AI"
"W2992947267","General AI"
"W3210034512","graph neural networks"
"W3005743304","General AI"
"W2971012611","General AI"
"W2950374603","General AI"
"W3040786507","generative ai"
"W2982594452","generative ai"
"W4302425308","General AI"
"W3031818154","computer vision"
"W3085052658","federated learning"
"W3164440025","General AI"
"W2921736909","computer vision"
"W2914218087","General AI"
"W3002992380","General AI"
"W2915004230","General AI"
"W4226087736","graph neural networks"
