"author_id","author_name","orcid","h_index_current","total_citations","total_papers","primary_institution_id","country","years_active","is_prolific","has_institution"
"A5080137972","Xiaoliang Dai","0000-0003-3098-2714","25","4247","96","","","19","False","False"
"A5086468602","Davood Moghadas","0000-0002-7231-1700","16","818","58","I51783024","DE","12","False","True"
"A5011713946","Brenden M. Lake","0000-0001-8959-3401","25","5600","123","I29955533","US","51","False","True"
"A5103034518","Siwar Chibani","0000-0002-4900-5684","20","1345","39","I1294671590","FR","11","False","True"
"A5030049443","K.A. Dhanya","","1","66","1","","","1","False","False"
"A5080806852","Giacomo Torlai","0000-0001-8478-4436","17","2015","41","","","13","False","False"
"A5070856929","Jayanarayana Reddy Dwaram","0000-0001-5390-2962","3","149","9","","","6","False","False"
"A5007918012","Said Boumaraf","0000-0001-8154-7195","6","306","25","I176601375","AE","7","False","True"
"A5041196110","Alfonso Navarro-Espinoza","0000-0002-2740-1707","1","114","1","I173664879","MX","1","False","True"
"A5101415186","Xingchen Zhang","0000-0002-8012-0103","16","1593","71","I23923803","GB","34","False","True"
"A5066199859","Nengfeng Zhou","","8","931","14","","","17","False","False"
"A5101757498","Muhammad Imran Sharif","0000-0002-4786-6579","17","1459","81","I142204992","PK","35","False","True"
"A2947902919","Harsh Chaudhari","0009-0000-3269-5685","1","119","1","","","1","False","False"
"A5027969322","Wei Yang Bryan Lim","0000-0003-2150-5561","28","6266","113","I172675005","SG","14","False","True"
"A5008672520","Huansheng Song","0000-0002-8590-0061","19","1875","100","I25355098","CN","21","False","True"
"A5085784629","Sudipta Das","0000-0002-7707-8629","16","913","88","I4210104904","IN","56","False","True"
"A5083961028","Tianliang Lu","","8","271","33","I37448385","CN","13","False","True"
"A5100728005","Yang Su","","34","4166","79","I160674187","CN","27","False","True"
"A5102912154","Jiho Ryu","0000-0003-4364-874X","16","923","32","I4210110027","JP","32","False","True"
"A5051408740","Lejla Batina","0000-0003-0727-3573","37","6369","283","I145872427","NL","25","True","True"
"A5110616325","Mark Ryan","","18","1800","40","I913481162","NL","30","False","True"
"A5003745365","Kaushal Kumar Sharma","0000-0001-7196-1659","22","1591","135","I152429107","IN","34","False","True"
"A5058309967","Urmil Bharti","0000-0003-2655-3001","6","285","17","I110166357","IN","6","False","True"
"A5051520427","Yu-nan Dong","","1","41","1","I153473198","CN","1","False","True"
"A5062105115","Jian‐Xun Mi","0000-0002-7531-4341","16","1096","87","I10535382","CN","21","False","True"
"A5063721993","Ali Zeeshan Ijaz","","13","464","44","","","17","False","False"
"A5011556172","Davide Chicco","0000-0001-9655-7142","29","14488","115","I185261750","CA","37","False","True"
"A5035533159","Ye Yu","0000-0002-9969-6516","4","226","18","","","24","False","False"
"A5083638224","Wesam Salah Alaloul","0000-0001-7752-3756","44","5904","285","I203899302","MY","11","True","True"
"A5068908402","Marijana Zekić–Sušac","0000-0001-6322-1917","14","966","66","I51314090","HR","21","False","True"
"A5079773097","Bilal Manzoor","0000-0003-0269-3739","12","624","23","I14243506","HK","14","False","True"
"A5043629291","Soad Almabdy","","4","217","4","I185163786","SA","4","False","True"
"A5064784380","Yunsheng Fang","0000-0003-2213-0167","29","4166","52","I1327237609","CN","12","False","True"
"A5080786674","Lushun Jiang","0000-0002-4026-7418","8","468","13","I4391768041","","6","False","True"
"A5013435074","Peter Bjørn Jørgensen","0000-0003-4404-7276","13","1320","43","I96673099","DK","15","False","True"
"A5044138322","Scott Monteith","","24","1720","52","I87216513","US","13","False","True"
"A5022496698","Alan Geer","0000-0002-9476-5519","35","56007","128","I154986956","GB","28","False","True"
"A5069913933","Ramsey M. Wehbe","0000-0003-0599-7957","11","679","50","I153297377","US","70","False","True"
"A5086295021","Alexey Melnikov","0000-0002-5033-4063","22","2043","220","I4210107303","RU","66","False","True"
"A5101916995","Tian Wang","0000-0001-7254-9340","16","1106","100","I82880672","CN","27","False","True"
"A5066789365","Akriti Taneja","0000-0002-5805-2159","4","207","7","","","4","False","False"
"A5057298092","Yaser A. Nanehkaran","0000-0002-8055-3195","27","3438","76","I106245021","TR","13","False","True"
"A5102873112","Nahida Islam","0000-0003-2401-555X","7","411","42","I75447333","BD","40","False","True"
"A5032749222","Richard Dazeley","0000-0002-6199-9685","22","2295","117","I149704539","AU","23","False","True"
"A5005714550","Tung‐Hung Su","0000-0002-6747-7941","42","8887","292","I154526488","FR","28","True","True"
"A5037642610","Yoonjoo Kim","0000-0002-9028-0872","15","976","57","I196345858","KR","17","False","True"
"A5089986646","Christian Devereux","","6","1221","16","","","7","False","False"
"A5082224136","Kunal Sharma","0000-0003-3132-1088","17","1919","63","I1341412227","US","14","False","True"
"A5060301380","Yahui Guo","0000-0002-0099-0759","33","3899","179","I111599522","CN","23","False","True"
"A5007736553","Wenbo Huang","0000-0002-6664-1172","16","1185","92","I111950717","MO","25","False","True"
"A5080589649","Xiaohan Xing","0000-0002-9992-3387","15","636","49","I191208505","CN","8","False","True"
"A5100783453","Weihan Li","0000-0002-2916-3968","34","4936","100","I316699675","US","11","False","True"
"A5042675693","Prasanalakshmi Balaji","0000-0002-6882-2233","10","402","68","I82952536","SA","17","False","True"
"A5100731088","Feiran Li","0000-0001-9155-5260","15","1503","74","I4210114105","CN","16","False","True"
"A5007356252","Zhaoqi Xiong","","3","224","5","I241749","GB","8","False","True"
"A5039650713","Eunsan Jo","","1","37","1","I18003638","KR","1","False","True"
"A5045820623","Linmin Pei","0000-0001-6135-9429","14","1864","30","I4210130649","US","11","False","True"
"A5034947367","Moisés Cordeiro-Costas","0000-0002-0403-2865","6","163","11","","","6","False","False"
"A5040801552","Neil B. Marya","0000-0001-8654-1948","15","854","187","I1303243448","US","18","True","True"
"A5050347050","Rui Liu","0000-0003-0310-8044","9","325","33","","","25","False","False"
"A5054427217","Shicong Liu","0000-0003-4370-7869","9","703","42","I168719708","HK","12","False","True"
"A5113891964","Qinghe Zheng","","2","191","3","I4210097214","CN","6","False","True"
"A5028125767","Nan Xu","0000-0003-1653-4149","27","2824","208","I194450716","CN","22","False","True"
"A5036770900","Vijeta Sharma","0000-0002-5889-3652","6","488","16","","","10","False","False"
"A5100768427","Hyunjae Lee","0000-0002-0569-7383","9","543","50","","","25","False","False"
"A5014702970","Wei Yin","0000-0002-9148-3401","19","3055","80","I154099455","CN","19","False","True"
"A2621703734","Mohsen Shahhosseini","0000-0001-9588-1143","2","662","2","","","1","False","False"
"A5076525092","Rohit Sharma","0000-0001-7160-4862","17","4517","46","","","10","False","False"
"A5003603219","Kunal Sankhe","0000-0002-4762-5310","12","1587","31","I12912129","US","12","False","True"
"A5067380547","Susan Akinwalere","0000-0002-0204-4475","2","127","9","I157227730","GB","8","False","True"
"A5051715347","Hamed Karimian","","17","1571","40","","","16","False","False"
"A5035815172","Tomas Ganz","0000-0002-2830-5469","154","87653","689","I161318765","US","51","True","True"
"A5050335233","Uros Arsenijevic","","1","110","1","I4068193","RS","1","False","True"
"A5002657872","Daekyo Jeong","0000-0001-5282-6726","2","89","4","","","7","False","False"
"A5020615442","Nishad Nawaz","0000-0003-4781-7993","27","2252","156","","","14","True","False"
"A5000944164","Jun Yuan","0000-0002-8160-6383","16","1129","59","I106645853","CN","33","False","True"
"A5072741449","Deep Kothadiya","0000-0002-5997-1720","8","416","28","I33459947","IN","6","False","True"
"A5080519665","Muhammad Aminul Islam","0000-0002-6221-3090","13","503","34","I40253897","US","18","False","True"
"A5004881465","Wiebke Reim","0000-0002-8939-5509","16","2685","36","I190632392","SE","14","False","True"
"A5022353147","Spyros Makridakis","0000-0003-2519-8095","58","23495","213","","","56","False","False"
"A5052164399","Jino Im","0000-0001-6594-8773","37","9173","140","I110273157","KR","27","False","True"
"A5088536972","Marek Pawlicki","0000-0001-5881-6406","27","9591","306","I1300393620","PL","61","False","True"
"A5081533044","Gabriel R. Vásquez-Morales","","1","135","1","I4210128985","CO","1","False","True"
"A5113943368","Abdulsalam O. Alzahrani","","1","227","1","I28022161","SA","1","False","True"
"A5073121386","Zichao He","0000-0002-9596-0869","1","26","1","I189210763","CN","1","False","True"
"A5101688301","Fei Xue","0000-0001-6129-2906","13","653","28","I4210098460","CN","11","False","True"
"A5044687271","Pouria Rouzrokh","0000-0003-4664-0751","20","1234","74","I1323778983","US","6","True","True"
"A5002694158","Huang Yun-jie","0000-0001-6930-1838","3","63","11","I200769079","HK","25","False","True"
"A5101847862","Zheng Li","0000-0001-7840-8303","11","605","82","I200845125","CN","25","False","True"
"A5003769412","Hongruixuan Chen","0000-0003-0100-4786","16","1370","60","I161296585","JP","7","False","True"
"A5065051130","Kamal Berahmand","0000-0003-4459-0703","35","3495","75","I160993911","AU","9","False","True"
"A5024444107","Ahmad Roihan","0000-0001-7388-5047","8","262","38","","","11","False","False"
"A5058959716","Alexandre M. Tartakovsky","0000-0003-2375-318X","44","7566","326","","","25","True","False"
"A5041883778","Dhanushi A. Wijeyakulasuriya","0000-0001-6244-6575","3","83","6","I1290206253","US","7","False","True"
"A5032193294","Mohammad Mahmudul Alam","","3","250","13","","","6","False","False"
"A5027852193","Nan Yin","0000-0002-0177-8514","11","438","60","I184681353","CN","21","False","True"
"A5076234168","Stephen M. Humphries","0000-0002-5113-4530","35","4227","164","I3019586173","US","35","False","True"
"A5011670509","M. Nakajima","0000-0001-9451-4675","22","3403","676","I104946051","JP","98","False","True"
"A5050574184","Romany F. Mansour","","35","3891","154","I189575948","EG","19","False","True"
"A5038255263","Nathan A. Spielberg","0000-0001-8501-0336","4","351","6","I97018004","US","10","False","True"
"A5048910552","Pawan Kumar Mall","0000-0001-6614-6430","9","644","30","","","10","False","False"
"A5049726439","Haoti Zhong","","8","514","10","","","7","False","False"
"A5039683470","Yifan Xing","0000-0002-6935-3491","18","1356","99","I19820366","CN","17","False","True"
"A5109395825","Songtao He","","18","1128","57","I178232147","CN","26","False","True"
"A2002480696","Mostafa Emadi","0000-0001-6143-7386","0","0","1","","","1","False","False"
"A5101600350","Rehan Ashraf","0000-0002-6627-9820","11","594","21","I505182","PK","21","False","True"
"A5040381211","Moustafa Abbas","","3","367","3","I84524832","EG","3","False","True"
"A5005901649","Marta Bistroń","0000-0003-2875-8713","4","144","10","I2800249161","PL","5","False","True"
"A5082582500","Amir Kotobi","0000-0002-1488-2847","4","105","8","I2801876189","DE","6","False","True"
"A5040109370","Yongfeng Suo","0000-0003-1936-8107","8","351","40","I161346416","CN","21","False","True"
"A5063981686","Melissa D. McCradden","0000-0002-6476-2165","28","5775","105","I185261750","CA","9","True","True"
"A5067075806","Zhang Baobao","","2","75","3","I110440473","CN","1","False","True"
"A5115430441","Yan Sun","","5","118","21","I125749732","CA","26","False","True"
"A5015179531","Saeed Amer Alameri","0009-0002-8335-8480","3","100","4","I319841309","YE","4","False","True"
"A5014262816","Qingchun Guo","0000-0002-0097-0168","23","1593","48","I196934937","CN","18","False","True"
"A5071914915","Ning Jin","0000-0002-5828-6908","23","3329","163","I4210090956","CN","34","False","True"
"A5026760255","Qianwen Ma","0000-0003-2419-2951","16","1004","70","I4210097066","CN","9","False","True"
"A5101846235","Md. Akhtaruzzaman","0000-0001-5679-5752","8","341","14","I4210129887","BD","7","False","True"
"A5047874759","Аlexander L. Fradkov","0000-0002-5633-0944","46","9272","547","I4210142628","RU","50","True","True"
"A5091151166","Mazin Abed Mohammed","0000-0001-9030-8102","58","11657","306","I27768575","IQ","16","True","True"
"A5084986124","Ramadhan Hardani Putra","0000-0002-0622-3892","7","431","47","I205133468","ID","13","False","True"
"A5029978692","Yunpeng Chen","0000-0002-9830-8980","30","7216","160","I139660479","CN","20","False","True"
"A5011553148","Weisen Pan","0000-0002-5468-022X","4","208","9","I180662265","CN","13","False","True"
"A5011227019","Milan Curcic","0000-0002-8822-7749","17","854","64","I145608581","US","16","False","True"
"A5039674369","Rabbia Mahum","0000-0003-1983-8201","14","1024","45","I173207729","PK","9","False","True"
"A5101401007","Young Jin Heo","0000-0002-3209-1643","7","418","18","","","13","False","False"
"A5062733657","Wutao Yin","0000-0002-4530-2956","10","480","20","I17145004","CN","17","False","True"
"A5045845840","Xiao Zhou","0000-0001-9397-6376","11","493","30","I16365422","CN","30","False","True"
"A5083605154","José Padarian","0000-0003-2250-5299","33","7236","101","I129604602","AU","14","False","True"
"A5083752468","Chun Lin","","2","49","2","I24185976","CN","2","False","True"
"A5086645984","Courtney J. Powers","0000-0002-2657-2432","2","60","2","I183533211","US","2","False","True"
"A5101952644","Shijie Feng","0000-0001-8261-5276","39","6638","155","I157773358","CN","18","False","True"
"A5103021210","Jérémie Sublime","0000-0003-0508-8550","10","456","81","","","13","False","False"
"A5100663457","Yiying Wang","0000-0002-9444-2744","15","636","88","","","20","False","False"
"A5084778521","Jie Sun","0000-0002-6470-9452","18","1502","97","I116953780","CN","36","False","True"
"A5018573770","Georgina Lukanova","0000-0002-1352-9208","2","143","15","I124938932","BG","16","False","True"
"A2145743251","Zhi-Hua Jin","0000-0001-7047-7988","0","0","3","","","1","False","False"
"A5000997218","T. Sathish","","79","14953","372","I4210088592","IN","18","True","True"
"A5082814497","Chalachew Muluken Liyew","0000-0003-4031-8032","3","196","10","","","7","False","False"
"A5050444281","Ethan Lau","0009-0001-4215-2278","5","352","17","I166337079","GB","15","False","True"
"A5041028758","Shaan Khurshid","0000-0002-2840-4539","31","4028","199","I107606265","US","17","True","True"
"A5022488249","Xiangjin Ran","0000-0002-8450-6345","8","239","27","I194450716","CN","16","False","True"
"A5006905756","Abraham George Smith","0000-0001-9782-2825","13","614","58","I124055696","DK","7","False","True"
"A5022442636","Tatdow Pansombut","0000-0003-0536-0833","4","136","7","I131868736","TH","12","False","True"
"A5053023979","So Takamoto","0000-0001-5739-6497","9","590","33","I4210166566","JP","13","False","True"
"A5100356973","Huan Zhang","0000-0002-9914-6602","32","6280","141","I3125743391","CN","20","False","True"
"A5036961841","Nida Aslam","0000-0002-1619-5733","25","1872","77","","","17","False","False"
"A5052092882","Arno van Hilten","0000-0003-2630-8217","7","249","18","I2801952686","NL","8","False","True"
"A5058353324","Huali Cao","","3","410","3","I66867065","CN","2","False","True"
"A5004407394","David S. Patterson","","14","894","82","","","54","False","False"
"A5062540970","Laura Abrardi","0000-0002-3910-7097","7","328","38","I177477856","IT","17","False","True"
"A5001395798","Long Wen","0000-0002-8355-9947","28","5839","98","I158842170","CN","17","False","True"
"A5030638980","C. Kavitha","","13","759","76","","","17","False","False"
"A5066420667","Nguyen Quoc Khanh Le","0000-0003-4896-7926","50","5308","201","I161318765","US","12","True","True"
"A5011087522","Dinesh Visva Gunasekeran","0000-0002-8502-2334","29","2777","82","I2799299286","SG","12","False","True"
